tconst,averageRating,numVotes,originalTitle,startYear,genres,budget,original_language,overview,poster_path,production_countries,revenue,runtime,spoken_languages,status,production_companies_name,title,region,Titres,actor,actress,director,producer,writer,production_countries_1,production_countries_2,production_countries_3,production_countries_4,production_countries_5,actor_1,actor_2,actor_3,actor_4,actor_5,actress_1,actress_2,actress_3,actress_4,actress_5,director_1,director_2,director_3,director_4,director_5,producer_1,producer_2,producer_3,producer_4,producer_5,writer_1,writer_2,writer_3,writer_4,writer_5,genres_1,genres_2,genres_3;;
"tt0320661,7.2,304472,Kingdom of Heaven,2005,""Action,Adventure,Drama"",130000000.0,en,""After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades."",/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg,""DE, ES, GB, US"",218122627.0,144,""['ar', 'en', 'it', 'la']"",Released,""['Scott Free Productions', 'BK', 'KOH', 'Reino del Cielo', 'Inside Track 3', '20th Century Fox', 'Babelsberg Film']"",Kingdom of Heaven,FR,Kingdom of Heaven | 2005 | Kingdom of Heaven | Kingdom of Heaven,""Liam Neeson, Martin Hancock, Orlando Bloom"",Eva Green,Ridley Scott,-,William Monahan,DE,ES,GB,US,-,Liam Neeson,Martin Hancock,Orlando Bloom,-,-,Eva Green,-,-,-,-,Ridley Scott,-,-,-,-,-,-,-,-,-,William Monahan,-,-,-,-,Action,Adventure,Drama";;
"tt0320691,7.0,280969,Underworld,2003,""Action,Fantasy,Thriller"",22000000.0,en,""Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war."",/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,""DE, HU, GB, US"",95708457.0,122,['en'],Released,""['Screen Gems', 'Lakeshore Entertainment', 'Laurinfilm', 'Subterranean Productions LLC', 'Subterranean Productions UK Ltd.', 'Underworld Produktions GmbH']"",Underworld,FR,Underworld | 2003 | Underworld | Underworld,""Michael Sheen, Scott Speedman, Shane Brolly"",Kate Beckinsale,Len Wiseman,""Gary Lucchesi, Richard S. Wright, Tom Rosenberg"",""Danny McBride, Kevin Grevioux"",DE,HU,GB,US,-,Michael Sheen,Scott Speedman,Shane Brolly,-,-,Kate Beckinsale,-,-,-,-,Len Wiseman,-,-,-,-,Gary Lucchesi,Richard S. Wright,Tom Rosenberg,-,-,Danny McBride,Kevin Grevioux,-,-,-,Action,Fantasy,Thriller";;
"tt0321440,6.1,1147,Bienvenue chez les Rozes,2003,Comedy,0.0,fr,""Two ex-convicts, MG and Gilbert find refuge in a charming middle-class house whose couple is about to celebrate its 20-year old marriage. Our duo has no other solution than to take this entire brood in hostage. But, contrary to all expectations, they are warmly greeted by the occupants who don't think twice before helping them, they are even ready to put their guests off, even to kill them if necessary..."",/pigSG3zhAXxc3CUdQByx4wFcjkB.jpg,FR,0.0,90,['fr'],Released,""['TF1 Films Production', 'Téléma Productions', 'TPS Star']"",Bienvenue chez les Rozes,FR,Bienvenue chez les Rozes | 2003 | Welcome to the Roses | Bienvenue chez les Rozes,""André Wilms, Jean Dujardin, Lorànt Deutsch"",Clémence Poésy,Francis Palluau,Charles Gassot,-,FR,-,-,-,-,André Wilms,Jean Dujardin,Lorànt Deutsch,-,-,Clémence Poésy,-,-,-,-,Francis Palluau,-,-,-,-,Charles Gassot,-,-,-,-,-,-,-,-,-,Comedy,-,-";;
"tt0321473,5.6,890,Blueprint,2003,""Drama,Sci-Fi"",0.0,de,""The story of the first cloned human being - told in her own words: At the age of thirty the world-famous composer Iris Sellin learns that she has an incurable illness. She - a person who wanted to live for ever - does however not give in. In order to preserve her art and also herself, beyond death, for all posterity, she has herself cloned. Her daughter Siri, whom, in this way, she turns into her virtual twin, learns as a child that she is the world's first cloned human being. In fact a blueprint: a blueprint of her mother. From that moment on nothing is as it was before..."",/1FE5mDwSXw7h9HuB8fWgfJ83l3.jpg,DE,0.0,108,['de'],Released,['Relevant Film'],Blueprint,FR,Blueprint | 2003 | Blueprint | Blueprint,""Hilmir Snær Guðnason, Ulrich Thomsen"",""Franka Potente, Katja Studt"",Rolf Schübel,""Andrea Terres, Nikola Bock"",""Charlotte Kerner, Claus Cornelius Fischer"",DE,-,-,-,-,Hilmir Snær Guðnason,Ulrich Thomsen,-,-,-,Franka Potente,Katja Studt,-,-,-,Rolf Schübel,-,-,-,-,Andrea Terres,Nikola Bock,-,-,-,Charlotte Kerner,Claus Cornelius Fischer,-,-,-,Drama,Sci-Fi,-";;
"tt0322177,6.9,482,Drengen der ville gøre det umulige,2002,""Animation,Family"",0.0,da,""When a boy child is stolen by bears who raise him as their own, his human parents hunt the bears in despair, and the boy is faced with the dilemma of who and what he is."",/5ydIf8lvCPwVymyOpmy5kbnA5n8.jpg,""DK, FR"",0.0,75,['da'],Released,""['France 3 Cinéma', 'Les Armateurs', 'Dansk Tegnefilm']"",L'enfant qui voulait être un ours,FR,L'enfant qui voulait être un ours | 2002 | The Boy Who Wanted to Be a Bear | Drengen der ville gøre det umulige,""Joachim Boje Helvang, Marlon Vilstrup, Otto Brandenburg"",Paprika Steen,Jannik Hastrup,""Didier Brunner, Marie Bro"",""Bent Haller, Michel Fessler, Tom Wayland"",DK,FR,-,-,-,Joachim Boje Helvang,Marlon Vilstrup,Otto Brandenburg,-,-,Paprika Steen,-,-,-,-,Jannik Hastrup,-,-,-,-,Didier Brunner,Marie Bro,-,-,-,Bent Haller,Michel Fessler,Tom Wayland,-,-,Animation,Family,-";;
"tt0322259,5.9,290884,2 Fast 2 Furious,2003,""Action,Crime,Thriller"",76000000.0,en,""It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of """"dirty"""" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down."",/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg,""DE, US"",236350661.0,108,""['en', 'es']"",Released,""['Ardustry Entertainment', 'Mikona Productions GmbH & Co. KG', 'Original Film', 'Universal Pictures']"",2 Fast 2 Furious,FR,2 Fast 2 Furious | 2003 | 2 Fast 2 Furious | 2 Fast 2 Furious,""Cole Hauser, Paul Walker, Tyrese Gibson"",Eva Mendes,John Singleton,Neal H. Moritz,""Derek Haas, Gary Scott Thompson, Michael Brandt"",DE,US,-,-,-,Cole Hauser,Paul Walker,Tyrese Gibson,-,-,Eva Mendes,-,-,-,-,John Singleton,-,-,-,-,Neal H. Moritz,-,-,-,-,Derek Haas,Gary Scott Thompson,Michael Brandt,-,-,Action,Crime,Thriller";;
"tt0322289,6.4,3511,La fleur du mal,2003,""Drama,Thriller"",0.0,fr,""Three generations of a wealthy Bordeaux family are caught in the crossfire when Anne decides to run for mayor, thanks to a political pamphlet that revives an old murder scandal."",/kbOV3t9rQMkLaARTkb4DumTdJdw.jpg,FR,0.0,104,""['fr', 'it']"",Released,[],La fleur du mal,FR,La fleur du mal | 2003 | The Flower of Evil | La fleur du mal,Benoît Magimel,""Mélanie Doutey, Nathalie Baye, Suzanne Flon"",Claude Chabrol,Marin Karmitz,""Caroline Eliacheff, Louise L. Lambrichs"",FR,-,-,-,-,Benoît Magimel,-,-,-,-,Mélanie Doutey,Nathalie Baye,Suzanne Flon,-,-,Claude Chabrol,-,-,-,-,Marin Karmitz,-,-,-,-,Caroline Eliacheff,Louise L. Lambrichs,-,-,-,Drama,Thriller,-";;
"tt0322330,6.3,148724,Freaky Friday,2003,""Comedy,Family,Fantasy"",26000000.0,en,""Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives."",/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,US,160846332.0,97,""['zh', 'en']"",Released,""['Casual Friday Productions', 'Gunn Films', 'Walt Disney Pictures']"",Freaky friday - Dans la peau de ma mère,FR,Freaky friday - Dans la peau de ma mère | 2003 | Freaky Friday | Freaky Friday,""Harold Gould, Mark Harmon"",""Jamie Lee Curtis, Lindsay Lohan"",Mark Waters,Andrew Gunn,""Heather Hach, Leslie Dixon, Mary Rodgers"",US,-,-,-,-,Harold Gould,Mark Harmon,-,-,-,Jamie Lee Curtis,Lindsay Lohan,-,-,-,Mark Waters,-,-,-,-,Andrew Gunn,-,-,-,-,Heather Hach,Leslie Dixon,Mary Rodgers,-,-,Comedy,Family,Fantasy";;
"tt0322420,7.5,13297,Zivot je cudo,2004,""Comedy,Drama,Music"",8000000.0,sr,""Set during the Bosnian war in the early 1990s, Luka is a mild-mannered railway clerk whose life is turned upside down, not just by the outbreak of the war, but when his wife runs off with a local musician. Then Luka's son is conscripted and eventually captured in the fighting. To recover his son, Luka is commanded to guard a pretty young Muslim nurse who will be used in a hostage swapping operation."",/wyPG79yFyq0zj4qWXD2CkCj0nTJ.jpg,""RS, FR, IT"",0.0,155,""['en', 'de', 'hu', 'sr']"",Released,""['Les Films Alain Sarde', 'StudioCanal', 'Rasta Film', 'Rasta Films']"",La vie est un miracle!,FR,La vie est un miracle! | 2004 | Life Is a Miracle | Zivot je cudo,""Slavko Stimac, Vuk Kostic"",""Natasa Tapuskovic, Vesna Trivalic"",Emir Kusturica,""Alain Sarde, Maja Kusturica"",Ranko Bozic,RS,FR,IT,-,-,Slavko Stimac,Vuk Kostic,-,-,-,Natasa Tapuskovic,Vesna Trivalic,-,-,-,Emir Kusturica,-,-,-,-,Alain Sarde,Maja Kusturica,-,-,-,Ranko Bozic,-,-,-,-,Comedy,Drama,Music";;
"tt0322423,6.7,330,Glosniej od bomb,2001,""Comedy,Drama,Romance"",-,-,-,-,-,-,0,-,-,-,Plus fort que des bombes,FR,Plus fort que des bombes | 2001 | Louder Than Bombs | Glosniej od bomb,""Andrzej Galla, Rafal Mackowiak"",""Magdalena Schejbal, Sylwia Juszczak"",Przemyslaw Wojcieszek,""Monika Lenczewska, Pawel Rakowski"",-,-,-,-,-,-,Andrzej Galla,Rafal Mackowiak,-,-,-,Magdalena Schejbal,Sylwia Juszczak,-,-,-,Przemyslaw Wojcieszek,-,-,-,-,Monika Lenczewska,Pawel Rakowski,-,-,-,-,-,-,-,-,Comedy,Drama,Romance";;
"tt0322590,5.6,374,Honey Baby,2004,""Drama,Romance"",0.0,en,""An American, with a past as a successful musician, makes a living by playing at weddings and the likes in Germany. Then he gets an offer to tour in East Europe. During his travels he gets insight and finds true love."",/mw6JDDlPlUU387fzL4vZJ2uyrWM.jpg,""FI, DE, RU, LV"",0.0,103,""['de', 'lv', 'ru']"",Released,""['Eho Filma', 'Marianna Films', 'Slovo']"",Honey Baby,FR,Honey Baby | 2004 | Honey Baby | Honey Baby,""Helmut Berger, Henry Thomas, Kari Väänänen"",Irina Björklund,Mika Kaurismäki,""Elena Yatsura, Sergey Melkumov"",""Eike Goreczka, Ulrich Meyszies"",FI,DE,RU,LV,-,Helmut Berger,Henry Thomas,Kari Väänänen,-,-,Irina Björklund,-,-,-,-,Mika Kaurismäki,-,-,-,-,Elena Yatsura,Sergey Melkumov,-,-,-,Eike Goreczka,Ulrich Meyszies,-,-,-,Drama,Romance,-";;
"tt0322645,7.2,2760,Inuyasha - Toki wo koeru omoi,2001,""Action,Adventure,Animation"",10540.0,ja,""InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever."",/geid1g2qQ4MuveUHVchrPfCkbX0.jpg,JP,0.0,99,['ja'],Released,""['SUNRISE', 'Mini Art']"",Inu Yasha - Au-delà du temps,FR,Inu Yasha - Au-delà du temps | 2001 | Inuyasha the Movie: Affections Touching Across Time | Inuyasha - Toki wo koeru omoi,""Kappei Yamaguchi, Kôji Tsujitani"",""Houko Kuwashima, Satsuki Yukino"",Toshiya Shinohara,-,""Katsuyuki Sumizawa, Rumiko Takahashi"",JP,-,-,-,-,Kappei Yamaguchi,Kôji Tsujitani,-,-,-,Houko Kuwashima,Satsuki Yukino,-,-,-,Toshiya Shinohara,-,-,-,-,-,-,-,-,-,Katsuyuki Sumizawa,Rumiko Takahashi,-,-,-,Action,Adventure,Animation";;
"tt0322645,7.2,2760,Inuyasha - Toki wo koeru omoi,2001,""Action,Adventure,Animation"",10540.0,ja,""InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever."",/geid1g2qQ4MuveUHVchrPfCkbX0.jpg,JP,0.0,99,['ja'],Released,""['SUNRISE', 'Mini Art']"",""InuYasha, film 1 - Au-delà du temps"",FR,""InuYasha, film 1 - Au-delà du temps | 2001 | Inuyasha the Movie: Affections Touching Across Time | Inuyasha - Toki wo koeru omoi"",""Kappei Yamaguchi, Kôji Tsujitani"",""Houko Kuwashima, Satsuki Yukino"",Toshiya Shinohara,-,""Katsuyuki Sumizawa, Rumiko Takahashi"",JP,-,-,-,-,Kappei Yamaguchi,Kôji Tsujitani,-,-,-,Houko Kuwashima,Satsuki Yukino,-,-,-,Toshiya Shinohara,-,-,-,-,-,-,-,-,-,Katsuyuki Sumizawa,Rumiko Takahashi,-,-,-,Action,Adventure,Animation";;
"tt0322674,7.4,7163,De tweeling,2002,""Drama,Romance,War"",0.0,nl,""1920s Germany. Two sisters aged six years, no sooner see their remaining parent buried when they are torn apart. Lotte goes to live with her upper middle class Dutch aunt in Holland, Anna to work as a farm hand on her German uncle's rural farm. The World War II impacts each of their lives and finally in old age they meet again."",/wYVApv3A8cbQ6cIp04Su02nCvZ2.jpg,""LU, NL"",0.0,137,""['nl', 'en', 'fr', 'de', 'hu']"",Released,['IdtV Film & Video Productions'],Twin sisters,FR,Twin sisters | 2002 | Twin Sisters | De tweeling,-,""Ellen Vogel, Gudrun Okras, Nadja Uhl, Thekla Reuten"",Ben Sombogaart,""Anton Smit, Hanneke Niens"",""Marieke van der Pol, Tessa de Loo"",LU,NL,-,-,-,-,-,-,-,-,Ellen Vogel,Gudrun Okras,Nadja Uhl,Thekla Reuten,-,Ben Sombogaart,-,-,-,-,Anton Smit,Hanneke Niens,-,-,-,Marieke van der Pol,Tessa de Loo,-,-,-,Drama,Romance,War";;
"tt0322725,7.0,2880,L'imbalsamatore,2002,""Drama,Romance"",0.0,it,""Peppino is an aging taxidermist constantly ridiculed for being short and somewhat creepy. He meets Valerio, a handsome young man fascinated by Peppino's work. Peppino, in turn, becomes entranced by Valerio and offers him a large salary to come work as his assistant. But when Valerio meets Deborah, their fledgling romance is threatened by an insanely jealous third wheel."",/pT9Maaop1epDYWiXEO11NcuR25R.jpg,""BE, FR, IT"",384336.0,101,['it'],Released,""['Fandango', 'MiC', 'Cinemien', 'CINÉ CLASSIC', 'First Run Features', 'Four Ways Features', 'Intercinema Art Agency', 'Homescreen', 'Regione Lazio', 'Azienda Regionale per i Porti di Cremona e Mantova', 'BNL - Gruppo BNP Paribas', 'CDC-Sefit', 'CG Entertainment', 'Medusa Film', 'Medusa Distribuzione', 'Medusa Video', 'Medusa Cinematografica']"",L'étrange monsieur Peppino,FR,L'étrange monsieur Peppino | 2002 | The Embalmer | L'imbalsamatore,""Ernesto Mahieux, Valerio Foglia Manzillo"",""Elisabetta Rocchetti, Lina Bernardi"",Matteo Garrone,Domenico Procacci,""Massimo Gaudioso, Ugo Chiti"",BE,FR,IT,-,-,Ernesto Mahieux,Valerio Foglia Manzillo,-,-,-,Elisabetta Rocchetti,Lina Bernardi,-,-,-,Matteo Garrone,-,-,-,-,Domenico Procacci,-,-,-,-,Massimo Gaudioso,Ugo Chiti,-,-,-,Drama,Romance,-";;
"tt0322725,7.0,2880,L'imbalsamatore,2002,""Drama,Romance"",0.0,it,""Peppino is an aging taxidermist constantly ridiculed for being short and somewhat creepy. He meets Valerio, a handsome young man fascinated by Peppino's work. Peppino, in turn, becomes entranced by Valerio and offers him a large salary to come work as his assistant. But when Valerio meets Deborah, their fledgling romance is threatened by an insanely jealous third wheel."",/pT9Maaop1epDYWiXEO11NcuR25R.jpg,""BE, FR, IT"",384336.0,101,['it'],Released,""['Fandango', 'MiC', 'Cinemien', 'CINÉ CLASSIC', 'First Run Features', 'Four Ways Features', 'Intercinema Art Agency', 'Homescreen', 'Regione Lazio', 'Azienda Regionale per i Porti di Cremona e Mantova', 'BNL - Gruppo BNP Paribas', 'CDC-Sefit', 'CG Entertainment', 'Medusa Film', 'Medusa Distribuzione', 'Medusa Video', 'Medusa Cinematografica']"",L'embaumeur,FR,L'embaumeur | 2002 | The Embalmer | L'imbalsamatore,""Ernesto Mahieux, Valerio Foglia Manzillo"",""Elisabetta Rocchetti, Lina Bernardi"",Matteo Garrone,Domenico Procacci,""Massimo Gaudioso, Ugo Chiti"",BE,FR,IT,-,-,Ernesto Mahieux,Valerio Foglia Manzillo,-,-,-,Elisabetta Rocchetti,Lina Bernardi,-,-,-,Matteo Garrone,-,-,-,-,Domenico Procacci,-,-,-,-,Massimo Gaudioso,Ugo Chiti,-,-,-,Drama,Romance,-";;
"tt0322802,6.6,100642,Jackass: The Movie,2002,""Action,Comedy,Documentary"",5000000.0,en,""Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on."",/9Rb659hvGfmef1xm0mMvDHEBqmf.jpg,US,64282312.0,88,['en'],Released,""['Lynch Siderow Productions', 'Dickhouse Productions', 'Paramount', 'MTV Films']"",Jackass: Le film,FR,Jackass: Le film | 2002 | Jackass: The Movie | Jackass: The Movie,-,-,Jeff Tremaine,-,""Dave England, Ehren McGhehey, Preston Lacy, Ryan Dunn, Spike Jonze"",US,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jeff Tremaine,-,-,-,-,-,-,-,-,-,Dave England,Ehren McGhehey,Preston Lacy,Ryan Dunn,Spike Jonze,Action,Comedy,Documentary";;
